val_loss,val_acc,loss,acc,lr
2.4023454785346985,0.1640625,2.59422469470236,0.1579861111111111,0.0010000000474974513
3.118216812610626,0.078125,2.11734312110477,0.3237847222222222,0.0010000000474974513
11.369593769311905,0.0625,1.7487406565083399,0.4826388888888889,0.0010000000474974513
7.685381531715393,0.1171875,1.5381749620040257,0.5677083333333334,0.0010000000474974513
7.905519753694534,0.0625,1.308849538366,0.6510416666666666,0.0010000000474974513
8.368959426879883,0.0625,1.1509976122114394,0.6987847222222222,0.0010000000474974513
11.776744365692139,0.0625,0.9409479623039564,0.8003472222222222,0.0010000000474974513
11.820657849311829,0.109375,0.8337767033113374,0.8159722222222222,0.0010000000474974513
13.102149039506912,0.0625,0.7240267772641447,0.8637152777777778,0.0010000000474974513
11.949825273826718,0.125,0.6199849227236377,0.8975694444444444,0.0010000000474974513
13.4732356518507,0.0625,0.49504810985591674,0.9366319444444444,0.0010000000474974513
13.585146148689091,0.125,0.40433569480147624,0.953125,0.0010000000474974513
14.02689653635025,0.0625,0.3194460634970003,0.96875,0.0010000000474974513
13.14637262839824,0.125,0.261921140882704,0.9756944444444444,0.0010000000474974513
10.639367803931236,0.1484375,0.20601419007612598,0.9800347222222222,0.0010000000474974513
13.129575729370117,0.109375,0.16187441752602658,0.9913194444444444,0.0010000000474974513
10.136894218623638,0.15625,0.1396803248466717,0.9939236111111112,0.0010000000474974513
13.375747038051486,0.109375,0.1289966937361492,0.9930555555555556,0.0010000000474974513
10.135837621986866,0.1953125,0.10415490597693457,0.9930555555555556,0.0010000000474974513
13.452248096466064,0.0625,0.09890707266620463,0.9939236111111112,0.0010000000474974513
14.503728210926056,0.0625,0.08654280415632659,0.9973958333333334,0.0010000000474974513
14.401878863573074,0.0625,0.054311418517803155,1.0,0.0010000000474974513
13.587368726730347,0.0625,0.04613308559378816,1.0,0.0010000000474974513
14.751030802726746,0.0625,0.04845140181067917,0.9982638888888888,0.0010000000474974513
11.778029370121658,0.203125,0.055935878254887134,0.9973958333333334,0.0010000000474974513
11.019079135730863,0.1875,0.040576241418926254,0.9973958333333334,0.0010000000474974513
8.50649443268776,0.2734375,0.019103565143369552,1.0,0.0010000000474974513
8.898136847070418,0.2265625,0.014679895099511163,1.0,0.0010000000474974513
9.851049222052097,0.1328125,0.011477086091569314,1.0,0.0010000000474974513
11.982010531646665,0.1875,0.011287618069521463,1.0,0.0010000000474974513
15.073480248451233,0.0625,0.010301709349732846,1.0,0.0010000000474974513
5.910497849807143,0.1875,0.008111397438268695,1.0,0.0010000000474974513
15.110714435577393,0.0625,0.02174700319624713,0.9991319444444444,0.0010000000474974513
14.198321521282196,0.0625,0.11737325068356262,0.9809027777777778,0.0010000000474974513
13.990314187365584,0.125,0.06287082177328153,0.9939236111111112,0.0010000000474974513
11.351457603275776,0.171875,0.017674970938565418,1.0,0.0010000000474974513
14.191289842128754,0.0625,0.013383691849109406,1.0,0.0010000000474974513
11.098746981471777,0.109375,0.007950198687871711,1.0,0.0010000000474974513
13.850272119045258,0.125,0.01087519091864427,1.0,0.0010000000474974513
11.38548487884691,0.1640625,0.006867157534644421,1.0,0.0010000000474974513
4.8539874547714135,0.3046875,0.005147918358690933,1.0,0.0010000000474974513
11.06140177733323,0.21875,0.00411877781799477,1.0,0.0010000000474974513
3.263985163765028,0.2734375,0.003364072360758049,1.0,0.0010000000474974513
13.3556187748909,0.109375,0.003869654258273335,1.0,0.0010000000474974513
4.127741048752796,0.4296875,0.00270491317496635,1.0,0.0010000000474974513
13.150376081466675,0.109375,0.0031059737609919263,1.0,0.0010000000474974513
11.92056992277503,0.0859375,0.00504626966560156,1.0,0.0010000000474974513
4.128626415971667,0.4140625,0.004560936675665693,1.0,0.0010000000474974513
14.510458707809448,0.0625,0.0029882393646403216,1.0,0.0010000000474974513
10.252766236662865,0.1796875,0.0027147341194601418,1.0,0.0010000000474974513
5.166528303234372,0.4296875,0.002587842348374478,1.0,0.0010000000474974513
7.646094784140587,0.1484375,0.0021809368845424615,1.0,0.0010000000474974513
3.957752587273717,0.421875,0.002218017342480986,1.0,0.0010000000474974513
9.462265603244305,0.0859375,0.0016938411467385271,1.0,0.0010000000474974513
14.222920000553131,0.0625,0.0015661763075816755,1.0,0.0010000000474974513
12.442504912614822,0.0625,0.001642761690567972,1.0,0.0010000000474974513
6.692183645805926,0.328125,0.0014777151437657368,1.0,0.0010000000474974513
0.7649211601819843,0.78125,0.0012514463693757232,1.0,0.0010000000474974513
11.333914041519165,0.09375,0.0012496119658559717,1.0,0.0010000000474974513
15.018151044845581,0.0625,0.00128116225904604,1.0,0.0010000000474974513
10.763588175177574,0.0703125,0.0011517585169511018,1.0,0.0010000000474974513
0.5969717828556895,0.765625,0.0009620163651157378,1.0,0.0010000000474974513
5.2962627075612545,0.1875,0.000995813989397397,1.0,0.0010000000474974513
0.9749188721179962,0.6171875,0.0008765496453027785,1.0,0.0010000000474974513
1.9733825197909027,0.578125,0.0009492155594570148,1.0,0.0010000000474974513
3.6954814221280685,0.4609375,0.0008894100818805681,1.0,0.0010000000474974513
14.42080408334732,0.0625,0.0008817841658633875,1.0,0.0010000000474974513
0.1887813466892112,0.9453125,0.0006385581586477605,1.0,0.0010000000474974513
0.09974952270204085,0.96875,0.0006699930543416283,1.0,0.0010000000474974513
1.175999037177462,0.7109375,0.0006787640597596894,1.0,0.0010000000474974513
0.19282589259091765,0.953125,0.0006951019501381476,1.0,0.0010000000474974513
10.042236745357513,0.125,0.0010324664591381508,1.0,0.0010000000474974513
15.110714435577393,0.0625,0.029315925799690175,0.9956597222222222,0.0010000000474974513
13.634442448616028,0.0703125,0.44172455680867034,0.8723958333333334,0.0010000000474974513
14.428170919418335,0.0625,0.07343081888070123,0.9921875,0.0010000000474974513
14.372579574584961,0.0625,0.024556079817961693,1.0,0.0010000000474974513
10.120803149882704,0.171875,0.011204309279694118,1.0,0.0010000000474974513
14.106161713600159,0.125,0.03446522285230458,0.9939236111111112,0.0010000000474974513
13.421567060053349,0.09375,0.027630395653735224,1.0,0.0010000000474974513
13.759013965725899,0.0703125,0.00959231541168669,1.0,0.0010000000474974513
14.323645070195198,0.0625,0.03799924514735014,0.9939236111111112,0.0010000000474974513
6.677276909351349,0.2578125,0.01703361155685141,0.9991319444444444,0.0010000000474974513
3.3689484065398574,0.4296875,0.00439232414161476,1.0,0.0010000000474974513
