best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.1998540689401378e-07,1.1920930376163597e-07,1.0,1.0,9.999999747378752e-05,1608
