best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
9.60864969101749e-06,0.6003616631642217,1.0,0.8333333358168602,9.999999747378752e-05,1943
