best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
6.745119947026978e-07,0.313265648823896,1.0,0.9114583333333334,9.999999747378752e-05,1772
