best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
2.7008369940517696e-07,0.03996398513265831,1.0,0.9895833333333334,9.999999747378752e-05,1537
