val_loss,val_acc,loss,acc,lr
3.34380575021108,0.078125,2.6814145616122653,0.140625,0.0010000000474974513
2.9771814743677774,0.109375,2.313517485346113,0.31919642857142855,0.0010000000474974513
4.3792566657066345,0.16145833333333334,2.051751596587045,0.4107142857142857,0.0010000000474974513
2.8281213541825614,0.23958333333333334,1.8182989954948425,0.4799107142857143,0.0010000000474974513
2.088847334186236,0.3645833333333333,1.5971998572349548,0.5870535714285714,0.0010000000474974513
1.8367685079574585,0.3697916666666667,1.399160351072039,0.6584821428571429,0.0010000000474974513
1.666875680287679,0.5677083333333334,1.1237319026674544,0.7723214285714286,0.0010000000474974513
3.0751412957906723,0.1875,0.9168273849146706,0.8348214285714286,0.0010000000474974513
1.7131402343511581,0.4791666666666667,0.7236226477793285,0.8772321428571429,0.0010000000474974513
2.368373066186905,0.296875,0.5167788969618934,0.9575892857142857,0.0010000000474974513
1.151624580224355,0.671875,0.3929016515612602,0.9709821428571429,0.0010000000474974513
1.8306719784935315,0.4479166666666667,0.26541132745998247,0.984375,0.0010000000474974513
1.562971942126751,0.5364583333333334,0.2737733838813646,0.9888392857142857,0.0010000000474974513
2.012281867365042,0.390625,0.2130022533237934,0.9955357142857143,0.0010000000474974513
1.185582458972931,0.6197916666666666,0.11604482254811696,0.9977678571428571,0.0010000000474974513
0.6137892473489046,0.828125,0.09130781197122165,1.0,0.0010000000474974513
0.7454127569993337,0.7708333333333334,0.10058753910873618,1.0,0.0010000000474974513
1.1769091859459877,0.65625,0.06515239172482065,1.0,0.0010000000474974513
1.2092208676040173,0.6041666666666666,0.06489227785329733,1.0,0.0010000000474974513
0.935081015030543,0.6979166666666666,0.05774926780057805,0.9977678571428571,0.0010000000474974513
0.48523346132909256,0.859375,0.05714276725692408,1.0,0.0010000000474974513
0.8774580797956636,0.6927083333333334,0.025122689149741615,1.0,0.0010000000474974513
0.3341433381040891,0.9635416666666666,0.021198205167560706,1.0,0.0010000000474974513
0.4335481853534778,0.9010416666666666,0.015380651041466211,1.0,0.0010000000474974513
0.3522850883503755,0.921875,0.013612937115664994,1.0,0.0010000000474974513
1.7369211229185264,0.5208333333333334,0.020620530188482786,1.0,0.0010000000474974513
0.4334216409673293,0.8645833333333334,0.017045958815807744,1.0,0.0010000000474974513
0.23409938691960028,0.9375,0.014284310064145498,1.0,0.0010000000474974513
0.7274243211237869,0.765625,0.018430834769138267,1.0,0.0010000000474974513
0.5542631464389464,0.8177083333333334,0.02078613650519401,1.0,0.0010000000474974513
0.4125212353343765,0.859375,0.014867617366170245,1.0,0.0010000000474974513
0.3390055256119619,0.9114583333333334,0.008982309705710836,1.0,0.0010000000474974513
