best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.1225564241120385e-06,0.322316977151786,1.0,0.90625,9.999999747378752e-05,1990
