best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
2.376203909193464e-07,0.00011620307277837583,1.0,1.0,9.999999747378752e-05,1517
